 Nome da IES, Sigla da IES, Categoria Administrativa, Área de Avaliação, Município do Curso, Sigla da UF, CPC (Faixa)
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Comunitária/Confessional,FARMÁCIA,Campinas,SP,4
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,ENFERMAGEM,Carazinho,RS,4
Centro Universitário São Lucas Porto Velho,São Lucas PVH,Privada com fins lucrativos,BIOMEDICINA,Porto Velho,RO,4
CENTRO UNIVERSITÁRIO CHRISTUS,UNICHRISTUS,Privada com fins lucrativos,FISIOTERAPIA,Fortaleza,CE,5
FACULDADE MARECHAL RONDON,FMR,Privada sem fins lucrativos,FISIOTERAPIA,São Manuel,SP,4
UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Comunitária/Confessional,ARQUITETURA E URBANISMO,Recife,PE,3
UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Comunitária/Confessional,FISIOTERAPIA,Recife,PE,4
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,FISIOTERAPIA,São Paulo,SP,4
UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Pública Federal,AGRONOMIA,Altamira,PA,4
CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Privada sem fins lucrativos,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Campinas,SP,3
UNIVERSIDADE PARANAENSE,UNIPAR,Privada com fins lucrativos,ENFERMAGEM,Cascavel,PR,4
UNIVERSIDADE PARANAENSE,UNIPAR,Privada com fins lucrativos,FARMÁCIA,Paranavaí,PR,4
UNIVERSIDADE PARANAENSE,UNIPAR,Privada com fins lucrativos,FARMÁCIA,Toledo,PR,4
UNIVERSIDADE PARANAENSE,UNIPAR,Privada com fins lucrativos,ENFERMAGEM,Umuarama,PR,4
UNIVERSIDADE PARANAENSE,UNIPAR,Privada com fins lucrativos,FARMÁCIA,Umuarama,PR,4
UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Pública Federal,MEDICINA VETERINÁRIA,Castanhal,PA,5
UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,UNIFESSPA,Pública Federal,AGRONOMIA,Marabá,PA,3
UNIVERSIDADE PARANAENSE,UNIPAR,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Umuarama,PR,4
CENTRO UNIVERSITÁRIO NEWTON PAIVA,NEWTON PAIVA,Privada com fins lucrativos,ODONTOLOGIA,Belo Horizonte,MG,3
UNIVERSIDADE FEDERAL DO ACRE,UFAC,Pública Federal,MEDICINA,Rio Branco,AC,3
Centro Universitário Unisan,UNISAN,Privada sem fins lucrativos,ENFERMAGEM,São Paulo,SP,4
CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB,UNIFEOB,Comunitária/Confessional,FISIOTERAPIA,São João da Boa Vista,SP,5
FACULDADE MARECHAL RONDON,FMR,Privada sem fins lucrativos,ENFERMAGEM,São Manuel,SP,3
CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS,CEULM/ULBRA,Comunitária/Confessional,ENGENHARIA QUÍMICA,Manaus,AM,3
FACULDADES INTEGRADAS DE ARARAQUARA,FIAR,Privada sem fins lucrativos,ENGENHARIA DE COMPUTAÇÃO I,Araraquara,SP,SC
CENTRO UNIVERSITÁRIO LUSÍADA,UNILUS,Privada sem fins lucrativos,FISIOTERAPIA,Santos,SP,4
Faculdade Estácio de Alagoas - Estácio FAL,ESTÁCIO FAL,Privada com fins lucrativos,FISIOTERAPIA,Maceió,AL,3
FACULDADES INTEGRADAS DE ARARAQUARA,FIAR,Privada sem fins lucrativos,ENGENHARIA ELÉTRICA,Araraquara,SP,3
CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI,,Privada com fins lucrativos,ENFERMAGEM,Santo André,SP,SC
CENTRO UNIVERSITÁRIO CESMAC,CESMAC,Privada sem fins lucrativos,ODONTOLOGIA,Maceió,AL,4
CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Privada sem fins lucrativos,FARMÁCIA,Rio de Janeiro,RJ,3
CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Privada sem fins lucrativos,ENFERMAGEM,Rio de Janeiro,RJ,3
CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Privada sem fins lucrativos,NUTRIÇÃO,Rio de Janeiro,RJ,3
Universidade Estadual do Norte do Paraná,UENP,Pública Estadual,MEDICINA VETERINÁRIA,Bandeirantes,PR,4
UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Pública Federal,MEDICINA,Sobral,CE,4
UNIVERSIDADE FEDERAL DO CARIRI,UFCA,Pública Federal,MEDICINA,Barbalha,CE,3
UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,Pública Estadual,AGRONOMIA,Ipameri,GO,3
CENTRO UNIVERSITÁRIO BRAZ CUBAS,,Privada com fins lucrativos,FARMÁCIA,Mogi das Cruzes,SP,3
CENTRO UNIVERSITÁRIO REDENTOR,FACREDENTOR,Privada com fins lucrativos,NUTRIÇÃO,Itaperuna,RJ,3
CENTRO UNIVERSITÁRIO REDENTOR,FACREDENTOR,Privada com fins lucrativos,ENGENHARIA CIVIL,Itaperuna,RJ,3
CENTRO UNIVERSITÁRIO REDENTOR,FACREDENTOR,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Itaperuna,RJ,3
CENTRO UNIVERSITÁRIO REDENTOR,FACREDENTOR,Privada com fins lucrativos,FONOAUDIOLOGIA,Itaperuna,RJ,3
CENTRO UNIVERSITÁRIO UNIFAS,,Privada com fins lucrativos,FISIOTERAPIA,Lauro de Freitas,BA,3
Centro Universitário São Lucas Porto Velho,São Lucas PVH,Privada com fins lucrativos,FISIOTERAPIA,Porto Velho,RO,4
FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS,FCT,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Lauro de Freitas,BA,4
Centro Universitário do Norte de Minas,Uninorte Minas,Privada sem fins lucrativos,ODONTOLOGIA,Montes Claros,MG,4
FACULDADE BEZERRA DE ARAÚJO,FABA,Privada com fins lucrativos,FISIOTERAPIA,Rio de Janeiro,RJ,2
Centro Universitário Santa Maria,Unifsm,Privada com fins lucrativos,ENFERMAGEM,Cajazeiras,PB,4
ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA,EMESCAM,Privada sem fins lucrativos,ENFERMAGEM,Vitória,ES,4
FACULDADE DE MEDICINA DE CAMPOS,FMC,Privada sem fins lucrativos,FARMÁCIA,Campos dos Goytacazes,RJ,4
UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,ENFERMAGEM,Niterói,RJ,2
UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,FISIOTERAPIA,Petrópolis,RJ,4
UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,ENFERMAGEM,Rio de Janeiro,RJ,3
FACULDADE PADRÃO,PADRAO,Privada com fins lucrativos,FISIOTERAPIA,Goiânia,GO,3
Centro Universitário FUNVIC,UNIFUNVIC,Privada sem fins lucrativos,FARMÁCIA,Pindamonhangaba,SP,3
CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ,CESUPA,Privada sem fins lucrativos,NUTRIÇÃO,Belém,PA,SC
UNIVERSIDADE CEUMA,UNICEUMA,Privada sem fins lucrativos,ARQUITETURA E URBANISMO,São Luís,MA,4
UNIVERSIDADE DE ARARAQUARA,UNIARA,Privada sem fins lucrativos,ODONTOLOGIA,Araraquara,SP,4
UNIVERSIDADE CEUMA,UNICEUMA,Privada sem fins lucrativos,ENFERMAGEM,São Luís,MA,4
CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,UNI-BH,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Belo Horizonte,MG,3
UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,USCS,Pública Municipal,ENFERMAGEM,São Caetano do Sul,SP,4
UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,USCS,Pública Municipal,FARMÁCIA,São Caetano do Sul,SP,3
UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,USCS,Pública Municipal,FISIOTERAPIA,São Caetano do Sul,SP,4
UNIVERSIDADE ANHEMBI MORUMBI,UAM,Privada com fins lucrativos,ENGENHARIA CIVIL,São Paulo,SP,4
UNIVERSIDADE ANHEMBI MORUMBI,UAM,Privada com fins lucrativos,FARMÁCIA,São Paulo,SP,3
UNIVERSIDADE ANHEMBI MORUMBI,UAM,Privada com fins lucrativos,NUTRIÇÃO,São Paulo,SP,4
UNIVERSIDADE VILA VELHA,UVV,Privada com fins lucrativos,ENFERMAGEM,Vila Velha,ES,5
ABEU - CENTRO UNIVERSITÁRIO,UNIABEU,Privada sem fins lucrativos,FISIOTERAPIA,Belford Roxo,RJ,3
UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Pública Estadual,ZOOTECNIA,Londrina,PR,4
CENTRO UNIVERSITÁRIO UNIFAS,,Privada com fins lucrativos,FARMÁCIA,Lauro de Freitas,BA,3
FACULDADE DE ODONTOLOGIA DO RECIFE,FOR,Privada sem fins lucrativos,ODONTOLOGIA,Recife,PE,3
CENTRO UNIVERSITÁRIO CENTRAL PAULISTA,UNICEP,Privada com fins lucrativos,FISIOTERAPIA,São Carlos,SP,4
CENTRO UNIVERSITÁRIO CENTRAL PAULISTA,UNICEP,Privada com fins lucrativos,NUTRIÇÃO,São Carlos,SP,3
Ugv Centro Universitário,,Privada com fins lucrativos,FISIOTERAPIA,União da Vitória,PR,4
FACULDADE CIDADE DE JOÃO PINHEIRO,FCJP,Privada sem fins lucrativos,ENFERMAGEM,João Pinheiro,MG,3
Centro Universitário Multivix Vitória,,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Vitória,ES,4
CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS,UNIGRAN,Privada sem fins lucrativos,NUTRIÇÃO,Dourados,MS,5
UNIVERSIDADE DE FRANCA,UNIFRAN,Privada com fins lucrativos,NUTRIÇÃO,Franca,SP,3
UNIVERSIDADE DE FORTALEZA,UNIFOR,Privada sem fins lucrativos,NUTRIÇÃO,Fortaleza,CE,3
CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Privada sem fins lucrativos,NUTRIÇÃO,Brasília,DF,3
UNIVERSIDADE LA SALLE,UNILASALLE,Comunitária/Confessional,ENFERMAGEM,Canoas,RS,4
UNIVERSIDADE LA SALLE,UNILASALLE,Comunitária/Confessional,FISIOTERAPIA,Canoas,RS,4
UNIVERSIDADE LA SALLE,UNILASALLE,Comunitária/Confessional,NUTRIÇÃO,Canoas,RS,4
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,Comunitária/Confessional,NUTRIÇÃO,Porto Alegre,RS,4
Centro Universitário Dinâmica das Cataratas,UDC,Privada com fins lucrativos,FISIOTERAPIA,Foz do Iguaçu,PR,4
UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Comunitária/Confessional,ENFERMAGEM,Frederico Westphalen,RS,4
FACULDADE SANTA MARCELINA,FASM,Privada sem fins lucrativos,TECNOLOGIA EM RADIOLOGIA,São Paulo,SP,4
UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Comunitária/Confessional,ENFERMAGEM,Santiago,RS,3
UNIVERSIDADE DE UBERABA,UNIUBE,Privada sem fins lucrativos,ENGENHARIA ELÉTRICA,Uberlândia,MG,3
UNIVERSIDADE DE UBERABA,UNIUBE,Privada sem fins lucrativos,ENGENHARIA CIVIL,Uberlândia,MG,4
UNIVERSIDADE CESUMAR,UNICESUMAR,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Maringá,PR,4
UNIVERSIDADE CESUMAR,UNICESUMAR,Privada com fins lucrativos,BIOMEDICINA,Maringá,PR,5
UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,Comunitária/Confessional,ENGENHARIA AMBIENTAL,São José dos Campos,SP,4
UNIVERSIDADE CESUMAR,UNICESUMAR,Privada com fins lucrativos,ENFERMAGEM,Maringá,PR,4
UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,Privada com fins lucrativos,MEDICINA,São Paulo,SP,3
UNIVERSIDADE DE CAXIAS DO SUL,UCS,Comunitária/Confessional,ENGENHARIA DE PRODUÇÃO,Bento Gonçalves,RS,4
CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ,UNIDAVI,Comunitária/Confessional,ENGENHARIA DE PRODUÇÃO,Rio do Sul,SC,SC
FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA,FIEL,Privada sem fins lucrativos,BIOMEDICINA,Limeira,SP,4
UNIVERSIDADE DE CAXIAS DO SUL,UCS,Comunitária/Confessional,ENGENHARIA ELÉTRICA,Bento Gonçalves,RS,4
UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Comunitária/Confessional,FISIOTERAPIA,São Leopoldo,RS,4
CENTRO UNIVERSITÁRIO DE VOTUPORANGA,UNIFEV,Comunitária/Confessional,BIOMEDICINA,Votuporanga,SP,4
UNIVERSIDADE DE GURUPI,UnirG,Especial,ENFERMAGEM,Gurupi,TO,2
UNIVERSIDADE DE GURUPI,UnirG,Especial,MEDICINA,Gurupi,TO,1
UNIVERSIDADE FRANCISCANA,UFN,Comunitária/Confessional,FISIOTERAPIA,Santa Maria,RS,4
Centro Universitário São Lucas Porto Velho,São Lucas PVH,Privada com fins lucrativos,ODONTOLOGIA,Porto Velho,RO,4
UNIVERSIDADE TIRADENTES,UNIT,Privada com fins lucrativos,ENFERMAGEM,Aracaju,SE,4
FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Pública Federal,AGRONOMIA,Rolim de Moura,RO,4
UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Pública Estadual,AGRONOMIA,Umuarama,PR,4
UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Pública Estadual,MEDICINA VETERINÁRIA,Umuarama,PR,4
UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Pública Estadual,TECNOLOGIA EM GESTÃO AMBIENTAL,Umuarama,PR,3
UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,Comunitária/Confessional,ENFERMAGEM,Criciúma,SC,4
CENTRO UNIVERSITÁRIO SÃO CAMILO,SAO CAMILO,Privada sem fins lucrativos,ENFERMAGEM,São Paulo,SP,5
CENTRO UNIVERSITÁRIO SÃO CAMILO,SAO CAMILO,Privada sem fins lucrativos,NUTRIÇÃO,São Paulo,SP,4
ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE,ESCS,Pública Estadual,MEDICINA,Brasília,DF,4
Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul,Católica em Jaraguá,Comunitária/Confessional,ENGENHARIA MECÂNICA,Jaraguá do Sul,SC,4
Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul,Católica em Jaraguá,Comunitária/Confessional,ENGENHARIA ELÉTRICA,Jaraguá do Sul,SC,3
UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,ENFERMAGEM,Rio de Janeiro,RJ,3
CENTRO UNIVERSITÁRIO CELSO LISBOA,UCL,Privada sem fins lucrativos,FISIOTERAPIA,Rio de Janeiro,RJ,3
UNIVERSIDADE DO VALE DO TAQUARI,UNIVATES,Comunitária/Confessional,NUTRIÇÃO,Lajeado,RS,4
FACULDADE DE TECNOLOGIA E CIÊNCIAS DE JEQUIÉ,FTC,Privada com fins lucrativos,ENFERMAGEM,Jequié,BA,4
CENTRO UNIVERSIÁRIO UNIFTC,,Privada com fins lucrativos,ENFERMAGEM,Vitória da Conquista,BA,3
FACULDADE DE TECNOLOGIA E CIÊNCIAS DE ITABUNA,FTC,Privada com fins lucrativos,ENFERMAGEM,Itabuna,BA,3
UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Pública Federal,ENGENHARIA DE COMPUTAÇÃO I,Recife,PE,4
UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,FISIOTERAPIA,Rio de Janeiro,RJ,3
Centro Universitário Metrocamp Wyden,UniMetrocamp Wyden,Privada com fins lucrativos,FISIOTERAPIA,Campinas,SP,3
FACULDADE MATO GROSSO DO SUL,FACSUL,Privada com fins lucrativos,FISIOTERAPIA,Campo Grande,MS,3
INSTITUTO CUIABÁ DE ENSINO E CULTURA,ICEC,Privada com fins lucrativos,FISIOTERAPIA,Cuiabá,MT,2
CENTRO UNIVERSITARIO DO RECIFE,UNIPESU,Privada com fins lucrativos,FISIOTERAPIA,Recife,PE,2
CENTRO UNIVERSITÁRIO DE SALVADOR,UNICEUSA,Privada com fins lucrativos,FISIOTERAPIA,Salvador,BA,3
INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,IESGF,Privada com fins lucrativos,FISIOTERAPIA,São José,SC,3
INSTITUTO DE ENSINO SUPERIOR DE TERESINA,IEST,Privada sem fins lucrativos,FISIOTERAPIA,Teresina,PI,2
INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,IESFAVI,Privada com fins lucrativos,FISIOTERAPIA,Vitória,ES,3
INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU,IESFI,Privada com fins lucrativos,FISIOTERAPIA,Foz do Iguaçu,PR,3
CENTRO UNIVERSITÁRIO UNINOVAFAPI,UNINOVAFAPI,Privada com fins lucrativos,NUTRIÇÃO,Teresina,PI,4
FACULDADE ANHANGUERA DE ANÁPOLIS,,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Anápolis,GO,SC
UNIVERSIDADE CEUMA,UNICEUMA,Privada sem fins lucrativos,MEDICINA,São Luís,MA,2
CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS,UNIPAC,Privada sem fins lucrativos,ENFERMAGEM,Barbacena,MG,4
CENTRO UNIVERSITÁRIO UNA DE BOM DESPACHO,UNA,Privada com fins lucrativos,ENFERMAGEM,Bom Despacho,MG,3
CENTRO UNIVERSITÁRIO UNA DE BOM DESPACHO,UNA,Privada com fins lucrativos,FISIOTERAPIA,Bom Despacho,MG,3
CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS,UNIPAC,Privada sem fins lucrativos,NUTRIÇÃO,Juiz de Fora,MG,3
UNIVERSIDADE POSITIVO,UP,Privada com fins lucrativos,MEDICINA,Curitiba,PR,4
CENTRO UNIVERSITÁRIO INGÁ,UNINGÁ,Privada com fins lucrativos,FARMÁCIA,Maringá,PR,5
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENFERMAGEM,Araçatuba,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,NUTRIÇÃO,Araçatuba,SP,3
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,ARQUITETURA E URBANISMO,Santa Maria,RS,3
FACULDADE FATIFAJAR JAGUARIAÍVA,FAJAR,Privada com fins lucrativos,ENGENHARIA FLORESTAL,Jaguariaíva,PR,2
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENFERMAGEM,Araraquara,SP,4
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,FARMÁCIA,Araraquara,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,FISIOTERAPIA,Araraquara,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENFERMAGEM,Assis,SP,4
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,FARMÁCIA,Assis,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,FISIOTERAPIA,Assis,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Bauru,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENFERMAGEM,Bauru,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENFERMAGEM,Campinas,SP,4
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENFERMAGEM,Jundiaí,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,FISIOTERAPIA,Jundiaí,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENFERMAGEM,Ribeirão Preto,SP,4
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENFERMAGEM,São José do Rio Preto,SP,4
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ARQUITETURA E URBANISMO,São José dos Campos,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENFERMAGEM,São José dos Campos,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Sorocaba,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENFERMAGEM,Sorocaba,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,NUTRIÇÃO,Sorocaba,SP,4
FACULDADE ANHANGUERA DE IPATINGA,,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Ipatinga,MG,3
FACULDADE DA ALTA PAULISTA,FAP,Privada com fins lucrativos,ENFERMAGEM,Tupã,SP,2
FACULDADE DA ALTA PAULISTA,FAP,Privada com fins lucrativos,FISIOTERAPIA,Tupã,SP,2
FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA,FCMS/JF,Privada com fins lucrativos,ENFERMAGEM,Juiz de Fora,MG,4
FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA,FCMS/JF,Privada com fins lucrativos,FISIOTERAPIA,Juiz de Fora,MG,4
FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,Pública Federal,BIOMEDICINA,Porto Alegre,RS,4
FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,Pública Federal,NUTRIÇÃO,Porto Alegre,RS,4
ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA,EBMSP,Privada sem fins lucrativos,BIOMEDICINA,Salvador,BA,4
FACULDADE ANHANGUERA DE BELO HORIZONTE,,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Belo Horizonte,MG,4
FACULDADE TECSOMA,FATEC,Privada com fins lucrativos,FISIOTERAPIA,Paracatu,MG,4
FACULDADE DE TECNOLOGIA IPUC,FATIPUC,Privada sem fins lucrativos,TECNOLOGIA EM RADIOLOGIA,Canoas,RS,2
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,Comunitária/Confessional,ARQUITETURA E URBANISMO,Rio de Janeiro,RJ,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,FARMÁCIA,São José dos Campos,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Brasília,DF,2
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENFERMAGEM,Brasília,DF,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ODONTOLOGIA,Brasília,DF,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Goiânia,GO,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENFERMAGEM,Goiânia,GO,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,FARMÁCIA,Goiânia,GO,4
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENFERMAGEM,Manaus,AM,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,FARMÁCIA,Manaus,AM,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,NUTRIÇÃO,Manaus,AM,3
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Comunitária/Confessional,MEDICINA VETERINÁRIA,Toledo,PR,5
UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Comunitária/Confessional,MEDICINA VETERINÁRIA,Xanxerê,SC,4
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,ENGENHARIA MECÂNICA,Canoas,RS,3
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Pública Federal,BIOMEDICINA,Natal,RN,5
UNIVERSIDADE DO VALE DO SAPUCAÍ,UNIVÁS,Privada sem fins lucrativos,NUTRIÇÃO,Pouso Alegre,MG,4
UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Pública Estadual,NUTRIÇÃO,Passos,MG,3
UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,Pública Estadual,ZOOTECNIA,Ponta Grossa,PR,5
UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,Pública Estadual,ENFERMAGEM,Ponta Grossa,PR,4
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Manaus,AM,2
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENGENHARIA DE COMPUTAÇÃO I,São José dos Campos,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,São José dos Campos,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Sorocaba,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bauru,SP,SC
UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Pública Estadual,TECNOLOGIA EM GESTÃO AMBIENTAL,Limeira,SP,SC
CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,UNIVAG,Privada sem fins lucrativos,FONOAUDIOLOGIA,Várzea Grande,MT,4
CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,UNIPAM,Privada sem fins lucrativos,AGRONOMIA,Patos de Minas,MG,5
UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Pública Estadual,ENFERMAGEM,Manaus,AM,4
UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Pública Estadual,ODONTOLOGIA,Manaus,AM,4
UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Pública Estadual,MEDICINA,Manaus,AM,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,NUTRIÇÃO,São José dos Campos,SP,4
CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Privada sem fins lucrativos,ENFERMAGEM,Brasília,DF,4
UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Pública Estadual,FONOAUDIOLOGIA,Irati,PR,4
UNIVERSIDADE IGUAÇU,UNIG,Privada sem fins lucrativos,FARMÁCIA,Itaperuna,RJ,4
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Jundiaí,SP,2
